,,,,,,,,,,,,,,,,,,,
P,r,i,n,c,i,p,a,l, ,C,o,m,p,o,n,e,n,t,s
-5.0094e-05 0.00015065
0 -0
-1.7945e-06 -2.3724e-05
0 -0
0 -0
0 -0
-1.7945e-06 -2.3724e-05
0 -0
-4.83e-05 0.00017437
-1.7945e-06 -2.3724e-05
0 -0
0 -0
-4.83e-05 0.00017437
0 -0
0 -0
0 -0
0 -0
0 -0
-1.7945e-06 -2.3724e-05
0 -0
0.031835 -0.025412
0.029555 -0.027114
0.026941 -0.029154
0.025068 -0.030337
0.023543 -0.030991
0.022451 -0.030795
0.021776 -0.02996
0.020933 -0.029725
0.020709 -0.028616
0.02066 -0.02765
0.019994 -0.026696
0.020003 -0.025763
0.019842 -0.025453
0.019624 -0.025088
0.019688 -0.024234
0.020177 -0.022647
0.020736 -0.021764
0.020999 -0.021536
0.021343 -0.021871
0.021693 -0.02211
0.021487 -0.023209
0.020742 -0.024929
0.019353 -0.02704
0.018438 -0.028569
0.017806 -0.02961
0.017507 -0.030312
0.017222 -0.030824
0.016707 -0.030323
0.015418 -0.029476
0.013526 -0.02766
0.011169 -0.024677
0.007604 -0.020596
0.0044561 -0.015876
0.0011616 -0.010657
-0.00243 -0.0044862
-0.005558 0.0013095
-0.0083259 0.0086141
-0.010455 0.015424
-0.012387 0.022399
-0.013453 0.027002
-0.014 0.030337
-0.014119 0.032822
-0.013602 0.033159
-0.013423 0.033901
-0.012868 0.033921
-0.01197 0.031977
-0.010919 0.029605
-0.0098476 0.026702
-0.0089727 0.02445
-0.0078563 0.021325
-0.0070083 0.018717
-0.0061351 0.016441
-0.0052209 0.013895
-0.0043299 0.011041
-0.0036072 0.0084018
-0.002659 0.005492
-0.0019559 0.0034067
-0.0013744 0.0021529
-0.00080166 0.0015954
-0.00043664 0.00073069
-0.00028995 0.00023131
-0.00014685 -0.00031553
-2.8712e-05 -0.00037958
0.00010198 -0.00027757
0.00023088 -0.00019928
0.00047074 -0.00027994
0.00074469 9.0153e-05
0.00094522 0.00030248
0.0011869 0.00024555
0.00051366 -0.00052548
-0.00016674 -0.0013914
-0.00097214 -0.00065834
-0.0011689 -8.308e-06
-0.00098096 3.7954e-05
-0.00094686 0.00048871
-0.0010165 0.0011933
-0.00090005 0.0019204
-0.00057436 0.0013487
-0.00031133 0.00076153
-0.00020217 0.00057886
-0.00021114 0.00046024
-0.00015387 0.00040449
-0.00015028 0.00045194
-9.6599e-05 0.00034874
-0.00015746 0.00035704
-0.00010378 0.00025384
-9.8394e-05 0.00032502
-4.83e-05 0.00017437
-4.6505e-05 0.00019809
-4.4711e-05 0.00022182
-4.6505e-05 0.00019809
-4.4711e-05 0.00022182
-4.4711e-05 0.00022182
5.3836e-06 7.1171e-05
7.1781e-06 9.4895e-05
7.1781e-06 9.4895e-05
8.9726e-06 0.00011862
7.1781e-06 9.4895e-05
7.1781e-06 9.4895e-05
8.9726e-06 0.00011862
7.1781e-06 9.4895e-05
8.9726e-06 0.00011862
-5.7272e-05 5.5751e-05
8.9726e-06 0.00011862
1.0767e-05 0.00014234
1.0767e-05 0.00014234
1.0767e-05 0.00014234
1.0767e-05 0.00014234
1.2562e-05 0.00016607
1.2562e-05 0.00016607
1.2562e-05 0.00016607
1.2562e-05 0.00016607
-5.3683e-05 0.0001032
-5.3836e-06 -7.1171e-05
1.2562e-05 0.00016607
-5.3683e-05 0.0001032
-5.1889e-05 0.00012692
1.2562e-05 0.00016607
-5.1889e-05 0.00012692
-5.1889e-05 0.00012692
6.2656e-05 1.5421e-05
-5.1889e-05 0.00012692
1.4356e-05 0.00018979
-5.1889e-05 0.00012692
-1.7945e-06 -2.3724e-05
-3.589e-06 -4.7448e-05
-5.0094e-05 0.00015065
-5.0094e-05 0.00015065
-3.589e-06 -4.7448e-05
-3.589e-06 -4.7448e-05
-3.589e-06 -4.7448e-05
-5.1889e-05 0.00012692
-3.589e-06 -4.7448e-05
-5.0094e-05 0.00015065
6.445e-05 3.9145e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
6.445e-05 3.9145e-05
-5.0094e-05 0.00015065
-5.0094e-05 0.00015065
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
0 -0
0 -0
0 -0
0 -0
-1.7945e-06 -2.3724e-05
6.445e-05 3.9145e-05
6.6245e-05 6.2868e-05
6.6245e-05 6.2868e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
0 -0
6.445e-05 3.9145e-05
0 -0
0 -0
0 -0
-1.7945e-06 -2.3724e-05
0 -0
-1.7945e-06 -2.3724e-05
6.6245e-05 6.2868e-05
0 -0
6.6245e-05 6.2868e-05
6.6245e-05 6.2868e-05
6.6245e-05 6.2868e-05
6.445e-05 3.9145e-05
0 -0
0 -0
-1.7945e-06 -2.3724e-05
0 -0
0 -0
0 -0
0 -0
0 -0
-1.7945e-06 -2.3724e-05
0 -0
0 -0
0 -0
0 -0
0.031835 -0.025412
0.031259 -0.024902
0.029748 -0.025367
0.028116 -0.025815
0.026963 -0.02561
0.025912 -0.024867
0.025531 -0.023401
0.02549 -0.021502
0.025564 -0.019714
0.025505 -0.018053
0.02509 -0.016222
0.024371 -0.015165
0.023404 -0.014938
0.023299 -0.013893
0.023056 -0.013044
0.022816 -0.012149
0.022707 -0.011151
0.022481 -0.010881
0.022241 -0.011615
0.022474 -0.011791
0.022454 -0.012867
0.022221 -0.013506
0.022044 -0.014225
0.021489 -0.01506
0.020927 -0.015175
0.019892 -0.015849
0.01812 -0.016518
0.015533 -0.016572
0.012871 -0.016808
0.010217 -0.016135
0.0065363 -0.015201
0.0028332 -0.012131
-0.00089127 -0.0085311
-0.0041716 -0.003937
-0.0072764 0.0013522
-0.0097349 0.0070566
-0.011512 0.012021
-0.012508 0.01592
-0.012964 0.018834
-0.01264 0.019869
-0.012174 0.020332
-0.011363 0.019671
-0.010583 0.01942
-0.0094698 0.017878
-0.008541 0.016337
-0.0075747 0.01448
-0.006705 0.012971
-0.006 0.011724
-0.0054899 0.011151
-0.004801 0.0096912
-0.0043643 0.0089605
-0.0037291 0.0076035
-0.0032174 0.0062393
-0.0028274 0.0048918
-0.002262 0.0034245
-0.0018166 0.0019975
-0.0014068 0.00091099
-0.001219 0.00014234
-0.00083426 -0.00046143
-0.00069998 -0.00031197
-0.00043515 -0.00087541
-0.00038685 -0.0010498
-0.0002759 -0.0012087
-0.00016853 -0.0014151
9.1063e-05 -0.0012348
0.00041511 -0.0010154
0.00055657 -0.00077102
0.00069624 -0.00055039
-0.00011305 -0.0014946
-0.00049437 -0.0016583
-0.00084339 -0.001395
-0.00091502 -0.001529
-0.00086672 -0.0017034
-0.00080586 -0.0017117
-0.00088092 -0.0010783
-0.00082529 -0.00034281
-0.00058005 -0.0003523
-0.00027754 -0.00041754
-0.00024165 5.6936e-05
-0.00017541 0.0001198
-0.00016284 0.00028587
-0.00017361 0.00014353
-0.00016464 0.00026215
-0.00010916 0.00018267
-0.00010557 0.00023012
-5.3683e-05 0.0001032
-5.1889e-05 0.00012692
-4.83e-05 0.00017437
-4.6505e-05 0.00019809
-4.4711e-05 0.00022182
-4.2916e-05 0.00024554
-4.2916e-05 0.00024554
-4.1122e-05 0.00026926
7.1781e-06 9.4895e-05
-4.1122e-05 0.00026926
8.9726e-06 0.00011862
8.9726e-06 0.00011862
8.9726e-06 0.00011862
1.0767e-05 0.00014234
1.0767e-05 0.00014234
1.0767e-05 0.00014234
1.2562e-05 0.00016607
-5.5478e-05 7.9475e-05
1.0767e-05 0.00014234
1.0767e-05 0.00014234
1.2562e-05 0.00016607
1.2562e-05 0.00016607
1.4356e-05 0.00018979
-5.3683e-05 0.0001032
1.4356e-05 0.00018979
1.4356e-05 0.00018979
-5.3683e-05 0.0001032
-5.3683e-05 0.0001032
-5.3683e-05 0.0001032
1.4356e-05 0.00018979
-5.1889e-05 0.00012692
1.2562e-05 0.00016607
-3.589e-06 -4.7448e-05
-3.589e-06 -4.7448e-05
-5.1889e-05 0.00012692
-1.7945e-06 -2.3724e-05
-5.0094e-05 0.00015065
-5.0094e-05 0.00015065
-3.589e-06 -4.7448e-05
-5.1889e-05 0.00012692
6.445e-05 3.9145e-05
-5.0094e-05 0.00015065
1.6151e-05 0.00021351
-1.7945e-06 -2.3724e-05
-3.589e-06 -4.7448e-05
-1.7945e-06 -2.3724e-05
-3.589e-06 -4.7448e-05
-3.589e-06 -4.7448e-05
1.6151e-05 0.00021351
6.445e-05 3.9145e-05
-1.7945e-06 -2.3724e-05
1.7945e-05 0.00023724
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-5.0094e-05 0.00015065
1.7945e-05 0.00023724
-1.7945e-06 -2.3724e-05
0 -0
6.6245e-05 6.2868e-05
6.6245e-05 6.2868e-05
6.445e-05 3.9145e-05
1.7945e-05 0.00023724
0 -0
-1.7945e-06 -2.3724e-05
-4.83e-05 0.00017437
-1.7945e-06 -2.3724e-05
0 -0
6.6245e-05 6.2868e-05
6.445e-05 3.9145e-05
6.6245e-05 6.2868e-05
-4.83e-05 0.00017437
6.6245e-05 6.2868e-05
0 -0
0 -0
0 -0
6.6245e-05 6.2868e-05
0 -0
0 -0
6.6245e-05 6.2868e-05
1.7945e-05 0.00023724
0 -0
6.6245e-05 6.2868e-05
6.6245e-05 6.2868e-05
0 -0
-4.83e-05 0.00017437
-4.83e-05 0.00017437
0 -0
6.6245e-05 6.2868e-05
-4.83e-05 0.00017437
0 -0
0 -0
0.031835 -0.025412
0.030163 -0.026382
0.030282 -0.024816
0.030067 -0.023588
0.029666 -0.022383
0.029559 -0.020547
0.029417 -0.01837
0.0292 -0.016352
0.028707 -0.01475
0.028966 -0.01294
0.028965 -0.010519
0.029223 -0.0087326
0.029489 -0.0068513
0.029727 -0.0053259
0.030746 -0.0032358
0.031444 -0.0013177
0.032977 0.0010618
0.034134 0.0033488
0.034868 0.0049264
0.034752 0.0050142
0.033636 0.0040877
0.032152 0.0031637
0.029837 0.0018257
0.02666 -0.00035338
0.023299 -0.0025075
0.019658 -0.0043117
0.015877 -0.0055217
0.012069 -0.0062725
0.008482 -0.0065501
0.004952 -0.0060685
0.00086565 -0.004001
-0.0027139 -0.00092405
-0.0060178 0.0025467
-0.0090012 0.0061895
-0.011201 0.0096294
-0.012568 0.011877
-0.012833 0.012441
-0.012468 0.010761
-0.011807 0.0097362
-0.01121 0.0095108
-0.010121 0.0084516
-0.0094036 0.0081859
-0.0083779 0.0079261
-0.0076761 0.0082618
-0.0069923 0.0083602
-0.0064462 0.0090767
-0.005834 0.0090411
-0.0053721 0.0094575
-0.0049085 0.0090826
-0.0042964 0.0082321
-0.0039296 0.0073911
-0.0033785 0.0065489
-0.0029544 0.0056522
-0.0025858 0.0048349
-0.002176 0.0037484
-0.0016572 0.0024791
-0.0013047 0.0014483
-0.001149 0.0010676
-0.00078581 0.00017911
-0.00063553 -0.00027283
-0.00035455 -0.00062275
-0.00030266 -0.00074967
-0.00010393 -0.00056107
-2.5123e-05 -0.00033213
0.00037055 2.1353e-05
0.00058544 0.00042347
0.00049078 0.0016108
-0.00019679 0.00065003
-0.00055493 -2.0167e-05
-0.00090051 -0.0005243
-0.00096675 -0.00058717
-0.00096675 -0.00058717
-0.00091845 -0.00076154
-0.0010651 -0.00026215
-0.0012047 0.00033213
-0.00078238 -0.00058835
-0.00041736 -0.0014531
-0.00031881 -0.00096319
-0.00022386 -0.00052074
-0.0002596 -0.0001803
-0.00019515 -0.00014116
-0.00018438 1.1855e-06
-0.0001772 9.6081e-05
-5.5478e-05 7.9475e-05
-0.00011454 0.0001115
-0.00011096 0.00015895
-0.00010737 0.0002064
-5.5478e-05 7.9475e-05
-5.0094e-05 0.00015065
-4.6505e-05 0.00019809
-4.4711e-05 0.00022182
-4.2916e-05 0.00024554
-4.2916e-05 0.00024554
5.3836e-06 7.1171e-05
5.3836e-06 7.1171e-05
7.1781e-06 9.4895e-05
8.9726e-06 0.00011862
7.1781e-06 9.4895e-05
8.9726e-06 0.00011862
8.9726e-06 0.00011862
8.9726e-06 0.00011862
-5.7272e-05 5.5751e-05
8.9726e-06 0.00011862
8.9726e-06 0.00011862
1.0767e-05 0.00014234
8.9726e-06 0.00011862
-5.5478e-05 7.9475e-05
6.0861e-05 -8.3031e-06
1.2562e-05 0.00016607
1.2562e-05 0.00016607
1.2562e-05 0.00016607
-5.3683e-05 0.0001032
-5.3683e-05 0.0001032
-5.3683e-05 0.0001032
6.0861e-05 -8.3031e-06
-5.1889e-05 0.00012692
-5.3683e-05 0.0001032
-3.589e-06 -4.7448e-05
-3.589e-06 -4.7448e-05
1.4356e-05 0.00018979
-3.589e-06 -4.7448e-05
1.4356e-05 0.00018979
-5.1889e-05 0.00012692
1.4356e-05 0.00018979
-5.1889e-05 0.00012692
-3.589e-06 -4.7448e-05
-1.7945e-06 -2.3724e-05
-3.589e-06 -4.7448e-05
-3.589e-06 -4.7448e-05
-5.1889e-05 0.00012692
6.445e-05 3.9145e-05
-1.7945e-06 -2.3724e-05
-3.589e-06 -4.7448e-05
1.6151e-05 0.00021351
-3.589e-06 -4.7448e-05
-5.0094e-05 0.00015065
-5.0094e-05 0.00015065
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-5.1889e-05 0.00012692
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-5.0094e-05 0.00015065
-1.7945e-06 -2.3724e-05
6.445e-05 3.9145e-05
6.445e-05 3.9145e-05
6.445e-05 3.9145e-05
8.2396e-05 0.00027638
0.00019873 0.00018861
0.00019873 0.00018861
0.00026498 0.00025147
0.00026318 0.00022775
0.00019873 0.00018861
0.00026498 0.00025147
0.00026318 0.00022775
0.00026318 0.00022775
0.00021668 0.00042584
0.00026318 0.00022775
0.00026498 0.00025147
0.00026498 0.00025147
0.00014864 0.00033925
0.00019873 0.00018861
0.00019873 0.00018861
0.00013249 0.00012574
0.00013249 0.00012574
8.419e-05 0.00030011
0.00013249 0.00012574
6.445e-05 3.9145e-05
1.7945e-05 0.00023724
1.6151e-05 0.00021351
6.6245e-05 6.2868e-05
0 -0
0 -0
0 -0
0 -0
0 -0
6.6245e-05 6.2868e-05
1.7945e-05 0.00023724
-4.83e-05 0.00017437
0 -0
0 -0
0.031835 -0.025412
0.03267 -0.02332
0.033954 -0.020164
0.035156 -0.017284
0.036069 -0.014964
0.036506 -0.01325
0.03655 -0.01105
0.037046 -0.0085535
0.037059 -0.0059427
0.037786 -0.003645
0.038832 -0.00038417
0.03923 0.0016229
0.039422 0.0033464
0.038849 0.0047188
0.037648 0.0050984
0.036882 0.0055385
0.036802 0.0061007
0.0373 0.0078065
0.037909 0.0093533
0.038419 0.011225
0.037943 0.012249
0.036699 0.012874
0.034216 0.012565
0.031174 0.01056
0.027694 0.0092607
0.023564 0.0074992
0.019037 0.0061754
0.014393 0.0049394
0.010081 0.0040177
0.0057238 0.0049476
0.0015839 0.0079332
-0.0025863 0.01133
-0.0064269 0.016648
-0.0091687 0.019419
-0.010347 0.019292
-0.011133 0.017841
-0.011398 0.01596
-0.011529 0.014228
-0.011583 0.013517
-0.011329 0.012811
-0.010642 0.010512
-0.010108 0.010247
-0.0091277 0.0093946
-0.0085011 0.0095488
-0.0076973 0.0096069
-0.0072658 0.010435
-0.0067358 0.010938
-0.0063204 0.011552
-0.0058746 0.011755
-0.0051928 0.011015
-0.0046649 0.0098643
-0.0040207 0.008626
-0.0035537 0.0074837
-0.0031779 0.0067613
-0.0027628 0.0057459
-0.0023531 0.0046593
-0.0018987 0.003351
-0.0017591 0.0027567
-0.0013941 0.001892
-0.001242 0.0014638
-0.00097901 0.00087659
-0.00085908 0.00083626
-0.00074095 0.00077221
-0.00059051 0.0011352
-0.00027903 0.0011886
-0.00015013 0.0012669
-2.1229e-05 0.0013451
0.00019007 0.0016998
-0.00033092 0.0013155
-0.0009986 0.0014305
-0.001523 0.0018137
-0.0017218 0.0016251
-0.0015304 0.00090387
-0.0016557 0.00087303
-0.0018273 0.0018552
-0.00133 0.00030129
-0.00071269 -0.0012929
-0.00046925 -0.0013262
-0.00032061 -0.00098691
-0.0003402 -0.00043296
-0.00026139 -0.00020403
-0.00024165 5.6936e-05
-0.00018079 4.8633e-05
-0.00017361 0.00014353
-0.00011813 6.4054e-05
-6.2656e-05 -1.5421e-05
-5.9067e-05 3.2027e-05
-5.7272e-05 5.5751e-05
-5.3683e-05 0.0001032
-5.0094e-05 0.00015065
-5.0094e-05 0.00015065
-4.6505e-05 0.00019809
-4.4711e-05 0.00022182
3.589e-06 4.7448e-05
-4.4711e-05 0.00022182
5.3836e-06 7.1171e-05
-4.1122e-05 0.00026926
-4.1122e-05 0.00026926
-0.00010737 0.0002064
7.1781e-06 9.4895e-05
8.9726e-06 0.00011862
8.9726e-06 0.00011862
-5.7272e-05 5.5751e-05
8.9726e-06 0.00011862
1.0767e-05 0.00014234
1.0767e-05 0.00014234
-5.5478e-05 7.9475e-05
1.0767e-05 0.00014234
1.0767e-05 0.00014234
1.0767e-05 0.00014234
1.2562e-05 0.00016607
-5.3683e-05 0.0001032
1.2562e-05 0.00016607
-5.3683e-05 0.0001032
-5.3683e-05 0.0001032
1.2562e-05 0.00016607
-5.1889e-05 0.00012692
-5.3836e-06 -7.1171e-05
-5.3683e-05 0.0001032
-5.1889e-05 0.00012692
-5.1889e-05 0.00012692
-5.3683e-05 0.0001032
1.4356e-05 0.00018979
1.4356e-05 0.00018979
-5.1889e-05 0.00012692
6.445e-05 3.9145e-05
-5.1889e-05 0.00012692
-3.589e-06 -4.7448e-05
-5.1889e-05 0.00012692
-5.1889e-05 0.00012692
-3.589e-06 -4.7448e-05
-1.7945e-06 -2.3724e-05
-3.589e-06 -4.7448e-05
1.4356e-05 0.00018979
-1.7945e-06 -2.3724e-05
-3.589e-06 -4.7448e-05
-5.0094e-05 0.00015065
-5.1889e-05 0.00012692
-1.7945e-06 -2.3724e-05
1.4356e-05 0.00018979
-5.1889e-05 0.00012692
-5.1889e-05 0.00012692
-5.0094e-05 0.00015065
-1.7945e-06 -2.3724e-05
-5.1889e-05 0.00012692
-3.589e-06 -4.7448e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
0 -0
6.445e-05 3.9145e-05
6.6245e-05 6.2868e-05
0 -0
0 -0
-1.7945e-06 -2.3724e-05
0 -0
1.6151e-05 0.00021351
-4.83e-05 0.00017437
-4.83e-05 0.00017437
-1.7945e-06 -2.3724e-05
-5.0094e-05 0.00015065
-5.0094e-05 0.00015065
-4.83e-05 0.00017437
-1.7945e-06 -2.3724e-05
0 -0
-4.83e-05 0.00017437
0 -0
-4.83e-05 0.00017437
-5.0094e-05 0.00015065
-4.83e-05 0.00017437
-4.83e-05 0.00017437
-1.7945e-06 -2.3724e-05
0 -0
0 -0
-4.83e-05 0.00017437
0 -0
0 -0
0 -0
-4.83e-05 0.00017437
-4.83e-05 0.00017437
0 -0
0 -0
0.031835 -0.025412
0.034915 -0.020463
0.037734 -0.015718
0.040731 -0.011046
0.04385 -0.0063898
0.046318 -0.0030353
0.048599 0.00029674
0.050493 0.0033939
0.051522 0.0064175
0.052431 0.0086902
0.052677 0.010311
0.053171 0.012784
0.053109 0.014398
0.053743 0.017092
0.053172 0.018488
0.052913 0.019938
0.051997 0.020015
0.051725 0.020483
0.050848 0.020267
0.05011 0.020272
0.047165 0.018733
0.04499 0.01843
0.040733 0.016614
0.036957 0.015475
0.032289 0.013907
0.027892 0.0135
0.022114 0.013521
0.017776 0.014712
0.011314 0.014635
0.005624 0.016634
-0.00086096 0.019508
-0.0057617 0.02219
-0.0097353 0.024122
-0.0124 0.026284
-0.014187 0.027869
-0.015364 0.028557
-0.016318 0.028951
-0.016575 0.028004
-0.01649 0.027489
-0.015791 0.026171
-0.014637 0.02273
-0.013288 0.020245
-0.011944 0.017688
-0.011104 0.017406
-0.0099819 0.016798
-0.0092067 0.017291
-0.0086034 0.017952
-0.007907 0.018216
-0.007386 0.018601
-0.006346 0.018531
-0.0059594 0.017951
-0.0062067 0.016307
-0.0059135 0.014493
-0.0052819 0.013088
-0.0047308 0.011431
-0.0040724 0.0095678
-0.0035178 0.0079581
-0.0030169 0.0064517
-0.0025714 0.0050247
-0.0020168 0.003415
-0.0016214 0.0021387
-0.0013602 0.0015278
-0.0010201 0.0011459
-0.00096645 0.0010427
-0.00078387 0.0010177
-0.00060308 0.00096911
-0.00052068 0.0012455
-0.00039357 0.0013001
-0.00038281 0.0014424
-0.00047956 0.00097623
-0.000918 0.0016832
-0.0014424 0.0020663
-0.0017772 0.0017045
-0.001865 0.001357
-0.0019688 0.0016108
-0.0021047 0.0022526
-0.0014874 0.00065833
-0.00071987 -0.0013878
-0.0004854 -0.0015397
-0.0003242 -0.0010344
-0.00022386 -0.00052074
-0.0002596 -0.0001803
-0.00019515 -0.00014116
-0.00018438 1.1855e-06
-0.00017541 0.0001198
-0.00012172 1.6606e-05
-0.00011634 8.7778e-05
-0.00011454 0.0001115
-0.00010916 0.00018267
-0.00010378 0.00025384
-5.1889e-05 0.00012692
-4.83e-05 0.00017437
-4.6505e-05 0.00019809
-4.4711e-05 0.00022182
3.589e-06 4.7448e-05
-4.4711e-05 0.00022182
-4.2916e-05 0.00024554
5.3836e-06 7.1171e-05
7.1781e-06 9.4895e-05
7.1781e-06 9.4895e-05
7.1781e-06 9.4895e-05
-4.1122e-05 0.00026926
8.9726e-06 0.00011862
8.9726e-06 0.00011862
1.0767e-05 0.00014234
8.9726e-06 0.00011862
1.0767e-05 0.00014234
1.0767e-05 0.00014234
-5.5478e-05 7.9475e-05
1.0767e-05 0.00014234
-5.3683e-05 0.0001032
-5.3683e-05 0.0001032
-5.5478e-05 7.9475e-05
-5.5478e-05 7.9475e-05
-5.3683e-05 0.0001032
-5.5478e-05 7.9475e-05
-5.5478e-05 7.9475e-05
-5.1889e-05 0.00012692
-5.3683e-05 0.0001032
-5.3683e-05 0.0001032
-5.3683e-05 0.0001032
-5.3683e-05 0.0001032
-5.1889e-05 0.00012692
1.2562e-05 0.00016607
-5.1889e-05 0.00012692
6.2656e-05 1.5421e-05
-5.1889e-05 0.00012692
-3.589e-06 -4.7448e-05
-5.1889e-05 0.00012692
1.4356e-05 0.00018979
-3.589e-06 -4.7448e-05
-3.589e-06 -4.7448e-05
6.2656e-05 1.5421e-05
1.4356e-05 0.00018979
-5.1889e-05 0.00012692
-5.1889e-05 0.00012692
-5.0094e-05 0.00015065
-5.1889e-05 0.00012692
-5.0094e-05 0.00015065
-1.7945e-06 -2.3724e-05
-3.589e-06 -4.7448e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-3.589e-06 -4.7448e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
1.6151e-05 0.00021351
6.445e-05 3.9145e-05
0 -0
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
6.6245e-05 6.2868e-05
-5.0094e-05 0.00015065
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
0 -0
0 -0
0 -0
0 -0
-5.0094e-05 0.00015065
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
-1.7945e-06 -2.3724e-05
0 -0
0 -0
-1.7945e-06 -2.3724e-05
0 -0
0 -0
-1.7945e-06 -2.3724e-05
0 -0
0 -0
6.6245e-05 6.2868e-05
0 -0
0.031835 -0.025412
0.03658 -0.018772
0.040831 -0.012162
0.045562 -0.0057125
0.050124 0.00013661
0.054724 0.0048541
0.059252 0.0094376
0.062695 0.013498
0.065628 0.017316
0.068598 0.020818
0.071637 0.025221
0.074887 0.029979
0.078054 0.03446
0.079843 0.037788
0.081424 0.039993
0.081106 0.040659
0.080517 0.041003
0.078123 0.039436
0.07533 0.037468
0.070659 0.034247
0.065344 0.030634
0.061045 0.028272
0.057594 0.026538
0.0529 0.023822
0.048156 0.022073
0.042918 0.02111
0.035395 0.018397
0.026335 0.014863
0.017171 0.013213
0.0090138 0.013487
0.0024338 0.015104
-0.0026928 0.016426
-0.0068811 0.018771
-0.010291 0.021657
-0.012789 0.02521
-0.014783 0.027304
-0.016222 0.028603
-0.01675 0.028123
-0.016788 0.027625
-0.016644 0.027893
-0.016027 0.027114
-0.015225 0.026333
-0.014668 0.026377
-0.013754 0.026276
-0.013138 0.027103
-0.012502 0.028191
-0.0117 0.028225
-0.011356 0.029521
-0.010733 0.029627
-0.009942 0.029519
-0.008827 0.028001
-0.0073525 0.025547
-0.007149 0.022547
-0.007153 0.020055
-0.006577 0.017915
-0.0059543 0.016392
-0.0050848 0.014068
-0.0043996 0.011746
-0.0035748 0.0096437
-0.0031401 0.0080744
-0.0025032 0.0059262
-0.0020881 0.0049108
-0.0016245 0.004536
-0.001315 0.0037507
-0.00093564 0.0030758
-0.0007209 0.002663
-0.00049182 0.00244
-6.3993e-05 0.0024056
0.00017945 0.0023724
0.00035127 0.0022051
0.0006001 0.0022431
0.00053206 0.0021565
-0.00028067 0.0019798
-0.0012115 0.0018671
-0.0018203 0.0011352
-0.0018365 0.00092166
-0.0021298 0.0019204
-0.0020618 0.002007
-0.0013389 0.00018267
-0.00079853 -0.00080187
-0.00051919 -0.0003606
-0.00036158 9.7266e-05
-0.00023627 0.00012811
-0.00017361 0.00014353
-0.00022909 0.000223
-0.00017182 0.00016725
-0.00011813 6.4054e-05
-0.00011275 0.00013523
-0.00011096 0.00015895
-0.00010737 0.0002064
-0.00010378 0.00025384
-5.1889e-05 0.00012692
-5.0094e-05 0.00015065
-4.83e-05 0.00017437
-4.83e-05 0.00017437
-4.6505e-05 0.00019809
-4.6505e-05 0.00019809
-4.4711e-05 0.00022182
-4.2916e-05 0.00024554
-4.2916e-05 0.00024554
5.3836e-06 7.1171e-05
-4.1122e-05 0.00026926
7.1781e-06 9.4895e-05
7.1781e-06 9.4895e-05
7.1781e-06 9.4895e-05
7.1781e-06 9.4895e-05
8.9726e-06 0.00011862
8.9726e-06 0.00011862
-5.7272e-05 5.5751e-05
8.9726e-06 0.00011862
8.9726e-06 0.00011862
1.0767e-05 0.00014234
1.0767e-05 0.00014234
-5.5478e-05 7.9475e-05
-5.5478e-05 7.9475e-05
-5.7272e-05 5.5751e-05
-5.3683e-05 0.0001032
1.0767e-05 0.00014234
-5.3683e-05 0.0001032
-7.1781e-06 -9.4895e-05
-5.3836e-06 -7.1171e-05
-5.3683e-05 0.0001032
-5.1889e-05 0.00012692
-5.3683e-05 0.0001032
-5.3683e-05 0.0001032
1.2562e-05 0.00016607
-3.589e-06 -4.7448e-05
-5.1889e-05 0.00012692
-3.589e-06 -4.7448e-05
6.2656e-05 1.5421e-05
-3.589e-06 -4.7448e-05
-3.589e-06 -4.7448e-05
-3.589e-06 -4.7448e-05
6.2656e-05 1.5421e-05
6.2656e-05 1.5421e-05
-3.589e-06 -4.7448e-05
-5.0094e-05 0.00015065
6.2656e-05 1.5421e-05
-3.589e-06 -4.7448e-05
-5.1889e-05 0.00012692
-5.1889e-05 0.00012692
-3.589e-06 -4.7448e-05
-3.589e-06 -4.7448e-05
-3.589e-06 -4.7448e-05
-3.589e-06 -4.7448e-05
